date,player,team,game,stat,signal,line,pred,actual,outcome,american_odds,sportsbook,confidence,final_score,simulation_probability,ev_pct,edge_pct,closing_line,clv,opponent,opponent_abbr
2026-08-03,Marine Johannes,,Seattle Storm @ New York Liberty,PTS,UNDER,7.5,-0.2,6.0,WIN,-130,DraftKings,91.6,91.6,0.9046,25,102.67,,,,
2026-08-03,Sabrina Ionescu,,Seattle Storm @ New York Liberty,PR,UNDER,24.5,18.3,20.0,WIN,-119,DraftKings,90.4,90.4,0.7702,25,25.31,,,,
2026-08-03,Allisha Gray,,Las Vegas Aces @ Atlanta Dream,PR,UNDER,22.5,16.7,8.0,WIN,-118,FanDuel,89.9,89.9,0.8005,25,25.78,,,Aces,
2026-08-03,Natisha Hiedeman,,Seattle Storm @ New York Liberty,PA,UNDER,21.5,16.8,24.0,LOSS,-112,DraftKings,89.9,89.9,0.7607,25,21.86,,,,
2026-08-03,Alyssa Thomas,,Phoenix Mercury @ Chicago Sky,PTS,UNDER,14.5,10.3,19.0,LOSS,-104,DraftKings,89.5,89.5,0.7863,25,28.97,,,Sky,
2026-08-03,Alyssa Thomas,,Phoenix Mercury @ Chicago Sky,PA,UNDER,23.5,19.0,31.0,LOSS,-119,DraftKings,88.6,88.6,0.7545,25,19.15,,,Sky,
2026-08-03,Breanna Stewart,,Seattle Storm @ New York Liberty,PR,UNDER,30.5,23.2,32.0,LOSS,-125,FanDuel,87.5,87.5,0.7939,25,23.93,,,,
2026-08-03,Rhyne Howard,,Las Vegas Aces @ Atlanta Dream,PTS,UNDER,16.5,6.9,19.0,LOSS,-113,DraftKings,87.4,87.4,0.9618,25,58.18,,,Aces,
2026-08-03,Breanna Stewart,,Seattle Storm @ New York Liberty,PA,UNDER,25.5,17.6,30.0,LOSS,-110,DraftKings,87.1,87.1,0.8478,25,30.98,,,,
2026-08-03,Jackie Young,,Las Vegas Aces @ Atlanta Dream,PTS,UNDER,19.5,11.6,28.0,LOSS,-115,FanDuel,87.0,87.0,0.9072,25,40.51,,,Dream,
2026-08-03,Jackie Young,,Las Vegas Aces @ Atlanta Dream,PRA,UNDER,30.5,21.7,49.0,LOSS,-102,FanDuel,86.9,86.9,0.8012,25,28.85,,,Dream,
2026-08-03,Jordin Canada,,Las Vegas Aces @ Atlanta Dream,3PM,UNDER,0.5,-4.0,0.0,WIN,-106,DraftKings,86.8,86.8,0.9952,25,900.0,,,Aces,
2026-08-03,Awa Fam,,Seattle Storm @ New York Liberty,PR,UNDER,17.5,11.9,13.0,WIN,-124,DraftKings,86.7,86.7,0.8028,25,32.0,,,,
2026-08-03,Jewell Loyd,,Las Vegas Aces @ Atlanta Dream,PTS,UNDER,8.5,1.3,6.0,WIN,-114,DraftKings,86.7,86.7,0.9109,25,84.71,,,Dream,
2026-08-03,Flau'jae Johnson,,Seattle Storm @ New York Liberty,PTS,UNDER,14.5,8.2,25.0,LOSS,-104,DraftKings,86.5,86.5,0.8828,25,43.45,,,,
2026-08-03,Jordin Canada,,Las Vegas Aces @ Atlanta Dream,PA,UNDER,18.5,14.1,14.0,WIN,-104,FanDuel,86.3,86.3,0.7424,25,23.78,,,Aces,
2026-08-03,Chelsea Gray,,Las Vegas Aces @ Atlanta Dream,PR,UNDER,14.5,10.2,20.0,LOSS,-106,FanDuel,84.9,84.9,0.7404,25,29.66,,,Dream,
2026-08-03,Sabrina Ionescu,,Seattle Storm @ New York Liberty,PR,UNDER,23.5,17.8,20.0,WIN,,,81.8,81.8,0.8167,0,24.26,,,,
2026-08-03,Chelsea Gray,,Las Vegas Aces @ Atlanta Dream,PA,UNDER,17.5,14.2,23.0,LOSS,-105,DraftKings,79.1,79.1,0.6915,25,18.86,,,Dream,
2026-08-03,Chelsea Gray,,Las Vegas Aces @ Atlanta Dream,PRA,UNDER,21.5,16.9,26.0,LOSS,-110,DraftKings,78.0,78.0,0.67,25,21.4,,,Dream,
