game_id,game_date,home_team,away_team,home_pts,away_pts,season,actual_spread,actual_total,home_rest_days,home_back_to_back,home_three_in_four,away_rest_days,away_back_to_back,away_three_in_four,travel_direction,long_travel,east_to_west,west_to_east,home_rolling_5g,away_rolling_5g,rolling_diff_5g,pred_spread_rolling_5g,home_rolling_10g,away_rolling_10g,rolling_diff_10g,pred_spread_rolling_10g,season_game_num,month,is_playoff
401584690,2023-10-24,Golden State Warriors,Phoenix Suns,104,108,2024,-4,212,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,1,10,0
401584689,2023-10-24,Denver Nuggets,Los Angeles Lakers,119,107,2024,12,226,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,2,10,0
401584695,2023-10-25,Brooklyn Nets,Cleveland Cavaliers,113,114,2024,-1,227,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,3,10,0
401584701,2023-10-25,San Antonio Spurs,Dallas Mavericks,119,126,2024,-7,245,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,4,10,0
401584691,2023-10-25,Charlotte Hornets,Atlanta Hawks,116,110,2024,6,226,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,5,10,0
401584693,2023-10-25,New York Knicks,Boston Celtics,104,108,2024,-4,212,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,6,10,0
401584694,2023-10-25,Orlando Magic,Houston Rockets,116,86,2024,30,202,,False,False,,False,False,west_to_east,1,0,1,,,0.0,0.0,,,0.0,0.0,7,10,0
401584692,2023-10-25,Indiana Pacers,Washington Wizards,143,120,2024,23,263,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,8,10,0
401584702,2023-10-25,LA Clippers,Portland Trail Blazers,123,111,2024,12,234,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,9,10,0
401584697,2023-10-25,Toronto Raptors,Minnesota Timberwolves,97,94,2024,3,191,,False,False,,False,False,west_to_east,1,0,1,,,0.0,0.0,,,0.0,0.0,10,10,0
401584699,2023-10-25,Memphis Grizzlies,New Orleans Pelicans,104,111,2024,-7,215,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,11,10,0
401584700,2023-10-25,Utah Jazz,Sacramento Kings,114,130,2024,-16,244,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,12,10,0
401584696,2023-10-25,Miami Heat,Detroit Pistons,103,102,2024,1,205,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,13,10,0
401584698,2023-10-25,Chicago Bulls,Oklahoma City Thunder,104,124,2024,-20,228,,False,False,,False,False,west_to_east,1,0,1,,,0.0,0.0,,,0.0,0.0,14,10,0
401584704,2023-10-26,Los Angeles Lakers,Phoenix Suns,100,95,2024,5,195,,False,False,1.0,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,15,10,0
401584703,2023-10-26,Milwaukee Bucks,Philadelphia 76ers,118,117,2024,1,235,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,16,10,0
401584707,2023-10-27,Atlanta Hawks,New York Knicks,120,126,2024,-6,246,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,17,10,0
401584709,2023-10-27,Cleveland Cavaliers,Oklahoma City Thunder,105,108,2024,-3,213,,False,False,1.0,False,False,west_to_east,1,0,1,,,0.0,0.0,,,0.0,0.0,18,10,0
401584705,2023-10-27,Charlotte Hornets,Detroit Pistons,99,111,2024,-12,210,1.0,False,False,1.0,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,19,10,0
401584706,2023-10-27,Memphis Grizzlies,Denver Nuggets,104,108,2024,-4,212,1.0,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,20,10,0
401584712,2023-10-27,Dallas Mavericks,Brooklyn Nets,125,120,2024,5,245,,False,False,,False,False,east_to_west,1,1,0,,,0.0,0.0,,,0.0,0.0,21,10,0
401584708,2023-10-27,Boston Celtics,Miami Heat,119,111,2024,8,230,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,22,10,0
401584714,2023-10-27,Portland Trail Blazers,Orlando Magic,97,102,2024,-5,199,,False,False,,False,False,east_to_west,1,1,0,,,0.0,0.0,,,0.0,0.0,23,10,0
401584715,2023-10-27,Sacramento Kings,Golden State Warriors,114,122,2024,-8,236,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,24,10,0
401584710,2023-10-27,Chicago Bulls,Toronto Raptors,104,103,2024,1,207,1.0,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,25,10,0
401584713,2023-10-27,Utah Jazz,LA Clippers,120,118,2024,2,238,1.0,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,26,10,0
401584711,2023-10-27,San Antonio Spurs,Houston Rockets,126,122,2024,4,248,1.0,False,False,1.0,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,27,10,0
401584718,2023-10-28,New Orleans Pelicans,New York Knicks,96,87,2024,9,183,,False,False,0.0,True,False,east_to_west,1,1,0,,1.0,-1.0,-0.5,,1.0,-1.0,-0.5,28,10,0
401584717,2023-10-28,Washington Wizards,Memphis Grizzlies,113,106,2024,7,219,,False,False,,False,False,west_to_east,1,0,1,,-5.5,5.5,2.75,,-5.5,5.5,2.75,29,10,0
401584720,2023-10-28,Toronto Raptors,Philadelphia 76ers,107,114,2024,-7,221,2.0,False,False,1.0,False,False,same_region,0,0,0,1.0,,1.0,0.5,1.0,,1.0,0.5,30,10,0
401584716,2023-10-28,Detroit Pistons,Chicago Bulls,118,102,2024,16,220,,False,False,,False,False,same_region,0,0,0,5.5,-9.5,15.0,7.5,5.5,-9.5,15.0,7.5,31,10,0
401584721,2023-10-28,Minnesota Timberwolves,Miami Heat,106,90,2024,16,196,,False,False,0.0,True,False,east_to_west,1,1,0,,-3.5,3.5,1.75,,-3.5,3.5,1.75,32,10,0
401584719,2023-10-28,Cleveland Cavaliers,Indiana Pacers,113,125,2024,-12,238,0.0,True,False,,False,False,same_region,0,0,0,-1.0,,-1.0,-0.5,-1.0,,-1.0,-0.5,33,10,0
401584722,2023-10-28,Phoenix Suns,Utah Jazz,126,104,2024,22,230,,False,False,,False,False,same_region,0,0,0,-0.5,-7.0,6.5,3.25,-0.5,-7.0,6.5,3.25,34,10,0
401584724,2023-10-29,Houston Rockets,Golden State Warriors,95,106,2024,-11,201,,False,False,1.0,False,False,same_region,0,0,0,-17.0,2.0,-19.0,-9.5,-17.0,2.0,-19.0,-9.5,35,10,0
401584723,2023-10-29,Oklahoma City Thunder,Denver Nuggets,95,128,2024,-33,223,,False,False,1.0,False,False,same_region,0,0,0,11.5,8.0,3.5,1.75,11.5,8.0,3.5,1.75,36,10,0
401584728,2023-10-29,Sacramento Kings,Los Angeles Lakers,132,127,2024,5,259,1.0,False,False,4.0,False,False,same_region,0,0,0,4.0,-3.5,7.5,3.75,4.0,-3.5,7.5,3.75,37,10,0
401584727,2023-10-29,LA Clippers,San Antonio Spurs,123,83,2024,40,206,3.0,False,False,,False,False,same_region,0,0,0,5.0,-1.5,6.5,3.25,5.0,-1.5,6.5,3.25,38,10,0
401584726,2023-10-29,Philadelphia 76ers,Portland Trail Blazers,126,98,2024,28,224,,False,False,3.0,False,False,west_to_east,1,0,1,3.0,-8.5,11.5,5.75,3.0,-8.5,11.5,5.75,39,10,0
401584725,2023-10-29,Milwaukee Bucks,Atlanta Hawks,110,127,2024,-17,237,2.0,False,False,3.0,False,False,same_region,0,0,0,,-6.0,6.0,3.0,,-6.0,6.0,3.0,40,10,0
