game_id,game_date,home_team,away_team,home_pts,away_pts,season,actual_spread,actual_total,home_rest_days,home_back_to_back,home_three_in_four,away_rest_days,away_back_to_back,away_three_in_four,travel_direction,long_travel,east_to_west,west_to_east,home_rolling_5g,away_rolling_5g,rolling_diff_5g,pred_spread_rolling_5g,home_rolling_10g,away_rolling_10g,rolling_diff_10g,pred_spread_rolling_10g,season_game_num,month,is_playoff
401358774,2021-10-19,Los Angeles Lakers,Golden State Warriors,114,121,2022,-7,235,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,1,10,0
401358773,2021-10-19,Milwaukee Bucks,Brooklyn Nets,127,104,2022,23,231,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,2,10,0
401359835,2021-10-20,Toronto Raptors,Washington Wizards,83,98,2022,-15,181,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,3,10,0
401358776,2021-10-20,Phoenix Suns,Denver Nuggets,98,110,2022,-12,208,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,4,10,0
401359833,2021-10-20,Charlotte Hornets,Indiana Pacers,123,122,2022,1,245,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,5,10,0
401358775,2021-10-20,New York Knicks,Boston Celtics,138,134,2022,4,272,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,6,10,0
401359840,2021-10-20,Utah Jazz,Oklahoma City Thunder,107,86,2022,21,193,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,7,10,0
401359834,2021-10-20,Detroit Pistons,Chicago Bulls,88,94,2022,-6,182,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,8,10,0
401359837,2021-10-20,Minnesota Timberwolves,Houston Rockets,124,106,2022,18,230,,False,False,,False,False,same_region,0,0,0,,,0.0,0.0,,,0.0,0.0,9,10,0
401359836,2021-10-20,Memphis Grizzlies,Cleveland Cavaliers,132,121,2022,11,253,,False,False,,False,False,east_to_west,1,1,0,,,0.0,0.0,,,0.0,0.0,10,10,0
